"Attribution: Attribution Number","Opportunity: Opportunity Name","Opportunity: Account Name","Partner Net ARR (converted) Currency","Partner Net ARR (converted)","Opportunity: Net ARR Atlas (Commission) Currency","Opportunity: Net ARR Atlas (Commission)","Opportunity: Net ARR Non-Atlas (Commission) (converted) Currency","Opportunity: Net ARR Non-Atlas (Commission) (converted)","Opportunity: zzDeprecate-Owner Area Group","Opportunity: zzDeprecate-Owner Regional Group","Partner","Split %","Role","Opportunity: Close Date","Opportunity: Fiscal Period","Opportunity: Stage","Status","Attribution: Created Date","Opportunity: Created Date"
"A-0522239","NetApp Inc. CloudOne - Atlas - Renewal - Run Rate - FY27-Q1","NetApp Inc.","USD","3624.52","USD","24163.46","USD","0.00","NAMER","NorCal 1","McKinsey & Company, Inc. USA","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Approved","5/2/2025","5/2/2025"
"A-0522639","Delta Air Lines, Inc. FDM - Renewal - Run Rate - FY27-Q1","Delta Air Lines, Inc.","USD","3611.63","USD","24077.55","USD","0.00","NAMER","Southeast","Accenture LLP","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Approved","5/2/2025","5/2/2025"
"A-0535160","Harman Connected Services Inc Harman Ignite/Spark - Renewal","Harman Becker Automotive Systems, Inc","USD","3608.84","USD","0.00","USD","24058.95","Americas","Americas","Tata Consultancy Services","15.00","Influencing","3/31/2026","Q1-2027","Negotiate","Pending Approval","5/7/2025","5/7/2025"
"A-0601487","Axxes SAS - Contract Opp - Independant Cloud org - Run Rate - FY27-Q1","Axxes SAS","USD","3351.03","EUR","8096.01","USD","0.00","EMEA","EMEA","CAPGEMINI TECHNOLOGY SERVICES","35.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Approved","10/31/2025","10/31/2025"
"A-0519406","PagoNxt Trade Services, S.L. Payments Hub - Renewal - Run Rate - FY27-Q1","PagoNxt Payment Services, S.L.","USD","3206.27","EUR","18074.67","USD","0.00","EMEA","Iberia","Capgemini Spain S.L","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Approved","5/2/2025","5/2/2025"
"A-0575602","INPS Istruttoria, EA - Renewal","INPS","USD","2718.21","EUR","0.00","USD","18121.45","EMEA","EMEA PubSec","Accenture S.p.A.","15.00","Influencing","11/1/2026","Q4-2027","Research","Pending Approval","8/5/2025","8/5/2025"
"A-0524308","CBRE, Inc. SmartFM - Renewal - Run Rate - FY27-Q1","CBRE, Inc.","USD","2606.01","USD","17373.39","USD","0.00","NAMER","South Central 2","Infosys Limited","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Approved","5/2/2025","5/2/2025"
"A-0712257","Sogei - Atlas MEPA contract - Run Rate - FY27-Q1","Sogei - Societa' Generale D'inform","USD","2405.77","EUR","5812.28","USD","0.00","EMEA","EMEA PubSec","Accenture S.p.A.","35.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Approved","3/10/2026","11/21/2025"
"A-0538166","Poste Italiane - Personal Financial Management - Select - Classic- AC - Run Rate - FY27-Q1","Poste Italiane Spa","USD","2401.22","USD","16008.16","USD","0.00","EMEA","IMEA","Capgemini Italia S.p.A.","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Approved","5/15/2025","5/15/2025"
"A-0547702","Direct Line Insurance Group PLC Direct Line Insurance - Quote Store - Renewal - Run Rate - FY27-Q1","Direct Line Insurance Group PLC","USD","2259.30","USD","15061.98","USD","0.00","EMEA","UK&I II","Cognizant Technology Solutions U.S. Corporation","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Approved","6/30/2025","5/2/2025"
"A-0714788","Tech Mahindra Limited Tech Mahindra Workbench Application - Renewal - Run Rate - FY27-Q1","Tech Mahindra Limited","USD","2144.67","USD","14297.82","USD","0.00","APAC","IND ENT Hybrid 1","Tech Mahindra Limited","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Approved","3/27/2026","5/2/2025"
"A-0595346","Palawan Pay | Atlas | AWS | Buy & Load Private Offer - Run Rate - FY27-Q1","PPS-PEPP Financial Services Corporation (Palawan Pay)","USD","1968.30","USD","5623.72","USD","0.00","APAC","ASEAN 1","eCloudvalley Technology (Philippines) Inc.","35.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Approved","10/11/2025","10/11/2025"
"A-0708540","Telecom Italia Mobile S.p.A. o2c couchbase replacement - Renewal - Run Rate - FY27-Q1","Noovle S.p.A.","USD","1708.49","USD","11389.90","USD","0.00","EMEA","IMEA","Accenture S.p.A.","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Approved","2/7/2026","5/2/2025"
"A-0553201","Tata Consultancy Services Limited TCS Digitate - Renewal - Run Rate - FY27-Q1","Tata Consultancy Services Limited","USD","1600.79","USD","10671.92","USD","0.00","APAC","IND ENT Hybrid 1","Tata Consultancy Services Limited","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Approved","7/22/2025","7/22/2025"
"A-0522178","Intel Corporation Intel Device Health (IDH) - CCG - Renewal - Run Rate - FY27-Q1","Intel Corporation","USD","1552.57","USD","10350.47","USD","0.00","NAMER","NorCal 1","Accenture LLP","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Approved","5/2/2025","5/2/2025"
"A-0592716","McKesson Corporation McKesson - SAP ATTP, Track & Trace - Renewal - Run Rate - FY27-Q1","McKesson Corporation","USD","1455.02","USD","9700.14","USD","0.00","NAMER","South Central 1","Tata Consultancy Services Limited","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Approved","10/10/2025","5/2/2025"
"A-0536564","CTTI- Centre de Telecomunicacions i Tecnologies de la Informació CTTI - Eduación - Run Rate - FY27-Q1","CTTI- Centre de Telecomunicacions i Tecnologies de la Informació","USD","1267.01","USD","3620.03","USD","0.00","EMEA","Iberia","Capgemini Spain S.L","35.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Approved","5/7/2025","5/7/2025"
"A-0524988","Infosys Limited Yr2 & Yr 3 - Renewal - Run Rate - FY27-Q1","Infosys Limited","USD","1208.64","USD","3453.26","USD","0.00","APAC","IND ENT Hybrid 1","Infosys Limited","35.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Approved","5/2/2025","5/2/2025"
"A-0517269","CNH Industrial spa EDP - Renewal - Run Rate - FY27-Q1","CNH Industrial spa","USD","884.74","USD","5898.24","USD","0.00","EMEA","IMEA","Accenture S.p.A.","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Approved","5/2/2025","5/2/2025"
"A-0523154","Oxford University Press Ltd. Leadning Locker - Renewal - Run Rate - FY27-Q1","Oxford University Press Ltd.","USD","830.27","USD","5535.11","USD","0.00","EMEA","UK&I II","Cognizant Technology Solutions Ltd.","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Approved","5/2/2025","5/2/2025"
"A-0622575","ICICI Bank Limited Commercial Banking, International Banking, RINB - Renewal","ICICI Bank Limited","USD","749.94","USD","0.00","USD","4999.57","APAC","IND ENT Hybrid 1","Infosys Limited","15.00","Influencing","10/31/2026","Q3-2027","Research","Pending Approval","11/4/2025","11/4/2025"
"A-0595100","The Auto Club Group - MDM - Renewal - GCP MP (Private) - Mar 2024 - Run Rate - FY27-Q1","The Auto Club Group","USD","747.89","USD","4985.94","USD","0.00","NAMER","Great Lakes","Tata Consultancy Services","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Approved","10/10/2025","5/2/2025"
"A-0524084","AIA International Limited Data & Analytics Platform - Renewal 2025 - Run Rate - FY27-Q1","AIA International Limited","USD","653.42","USD","4356.11","USD","0.00","APAC","HK-Taiwan","Accenture LLP","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Approved","5/2/2025","5/2/2025"
"A-0523777","Metro Bank PLC FIS EA - Renewal - Run Rate - FY27-Q1","Metro Bank PLC","USD","614.63","GBP","1293.30","USD","0.00","EMEA","EMEA","Capgemini Technologies LLC","35.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Approved","5/2/2025","5/2/2025"
"A-0541548","Capgemini Italia - free atlas credits - Run Rate - FY27-Q1","Capgemini Italia S.p.A.","USD","574.92","USD","1642.62","USD","0.00","Global","Global","Capgemini Italia S.p.A.","35.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Approved","5/31/2025","5/31/2025"
"A-0522900","DaVita Inc. davita pro, Enterprise - Renewal - Run Rate - FY27-Q1","DaVita Inc.","USD","521.64","USD","1490.41","USD","0.00","NAMER","West","Tata Consultancy Services","35.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Approved","5/2/2025","5/2/2025"
"A-0578090","M&T Bank M&T XREF - Renewal - Run Rate - FY27-Q1","M&T Bank","USD","452.27","USD","3015.10","USD","0.00","NAMER","New England","Accenture LLP","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Approved","8/13/2025","8/13/2025"
"A-0518493","Avvocatura Dello Stato Migrazione Alfresco - Renewal - Run Rate - FY27-Q1","Avvocatura Dello Stato","USD","291.64","EUR","704.60","USD","0.00","EMEA","EMEA PubSec","Accenture S.p.A.","35.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Approved","5/2/2025","5/2/2025"
"A-0537930","Poste Italiane - GiroFondi - Launch - Fast - Org. - Run Rate - FY27-Q1","Poste Italiane Spa","USD","288.54","USD","824.40","USD","0.00","EMEA","IMEA","Capgemini Italia S.p.A.","35.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Approved","5/14/2025","5/14/2025"
"A-0714226","National Mortgage Insurance Corporation National MI Underwriting Workbench - Renewal - Run Rate - FY27-Q1","National Mortgage Insurance Corporation","USD","254.46","USD","1696.39","USD","0.00","Americas","NAMER","Tata Consultancy Services Limited","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Approved","3/20/2026","5/2/2025"
"A-0179316","AT&T Inc. Multiple Projects - Renewal","AT&T Inc.","USD","250.86","USD","0.00","USD","1615.89","NAMER","South Central 2","Tech Mahindra (Americas) Inc.","15.00","Influencing","10/1/2026","Q3-2027","Research","Pending Approval","11/7/2023","11/7/2023"
"A-0524739","Ministero dei Trasporti MaaS - Renewal - Run Rate - FY27-Q1","Ministero dei Trasporti","USD","246.07","USD","703.06","USD","0.00","EMEA","EMEA PubSec","Accenture S.p.A.","35.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Approved","5/2/2025","5/2/2025"
"A-0629158","Capgemini Italia S.p.A. Pilot FSI - Renewal - Run Rate - FY27-Q1","Capgemini Italia S.p.A.","USD","213.90","USD","1425.97","USD","0.00","Global","Global","Capgemini Italia S.p.A.","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Approved","12/3/2025","5/2/2025"
"A-0523296","Azure MP (Private) Swiss Re AG BI/CI - Renewal - Run Rate - FY27-Q1","Swiss Re AG","USD","198.99","USD","1326.61","USD","0.00","EMEA","DACH II","Tata Consultancy Services Ltd","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Approved","5/2/2025","5/2/2025"
"A-0522552","Bayerische Motoren Werke AG EFACT - Renewal - Run Rate - FY27-Q1","Bayerische Motoren Werke AG","USD","155.29","EUR","875.39","USD","0.00","EMEA","DACH I","Capgemini Deutschland Gmbh","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Approved","5/2/2025","5/2/2025"
"A-0593758","Infosys Ltd. Infosys Skava, Infosys Skava - Renewal - Run Rate - FY27-Q1","Infosys Ltd.","USD","154.71","USD","1031.37","USD","0.00","APAC","IND ENT Hybrid 1","Infosys Limited","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Approved","10/10/2025","5/2/2025"
"A-0711925","FY26Q2 Tata Consultancy Services Limited NieCom - Renewal-2025 - Run Rate - FY27-Q1","Tata Consultancy Services Limited","USD","152.04","USD","1013.61","USD","0.00","APAC","IND ENT Hybrid 1","Tata Consultancy Services","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Approved","3/9/2026","5/2/2025"
"A-0517285","Corte dei Conti Renewal - Run Rate - FY27-Q1","Corte dei Conti","USD","131.88","EUR","318.62","USD","0.00","EMEA","EMEA PubSec","Accenture S.p.A.","35.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Approved","5/2/2025","5/2/2025"
"A-0523624","Greenway Health, LLC Greenway Health, LLC - Patient Portal - VisionWare - Renewal - Run Rate - FY27-Q1","Greenway Health, LLC","USD","101.17","USD","289.07","USD","0.00","Americas","Americas","Cognizant Technology Solutions U.S. Corporation","35.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Approved","5/2/2025","5/2/2025"
"A-0524109","Sony Pictures Home Entertainment Inc. Sony Pictures Entertainment - Pilot Season App - Renewal... - Run Rate - FY27-Q1","Sony Pictures Home Entertainment Inc.","USD","90.73","USD","604.85","USD","0.00","NAMER","SoCal","Tata Consultancy Services Limited","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Approved","5/2/2025","5/2/2025"
"A-0522961","Penske Truck Leasing Co., L.P. RentalNet - Renewal - Run Rate - FY27-Q1","Penske Truck Leasing Co., L.P.","USD","90.33","USD","258.08","USD","0.00","NAMER","Great Lakes","CAPGEMINI TECHNOLOGY SERVICES","35.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Approved","5/2/2025","5/2/2025"
"A-0525220","Tendam Retail Sa. - Run Rate - FY27-Q1","Tendam Retail Services SA","USD","74.08","USD","211.66","USD","0.00","EMEA","Iberia","Capgemini Spain S.L","35.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Approved","5/2/2025","5/2/2025"
"A-0576193","Bank of Ireland ARIC Featurespace - Renewal","Bank of Ireland","USD","49.11","EUR","0.00","USD","140.32","EMEA","UK&I II","Capgemini UK PLC","35.00","Strategic","5/30/2026","Q2-2027","Research","Pending Approval","8/5/2025","8/5/2025"
"A-0593439","GCP MP (Private) - General Mills, Inc. - Atlas (Enterprise) Evergreen - 2024 - Run Rate - FY27-Q1","General Mills, Inc.","USD","39.99","USD","266.61","USD","0.00","NAMER","Deep North","Accenture LLP","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Approved","10/10/2025","5/2/2025"
"A-0536568","CTTI- Centre de Telecomunicacions i Tecnologies de la Informació Territori - Run Rate - FY27-Q1","CTTI- Centre de Telecomunicacions i Tecnologies de la Informació","USD","28.82","USD","82.33","USD","0.00","EMEA","Iberia","Capgemini Spain S.L","35.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Approved","5/7/2025","5/7/2025"
"A-0522137","NBCUniversal Media LLC NBCU Platform Engineering - Renewal - Run Rate - FY27-Q1","NBCUniversal Media LLC","USD","23.50","USD","156.67","USD","0.00","NAMER","SoCal","Capgemini U.S. LLC","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Approved","5/2/2025","5/2/2025"
"A-0593604","Vubiquity, Inc. DETE - Renewal - Run Rate - FY27-Q1","Vubiquity, Inc.","USD","22.11","USD","147.38","USD","0.00","NAMER","SoCal","Accenture LLP","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Approved","10/10/2025","5/2/2025"
"A-0711936","Flagstar Bank, N.A. Loss Mitigation (LMU) - Renewal - Run Rate - FY27-Q1","Flagstar Bank, N.A.","USD","20.56","USD","137.08","USD","0.00","NAMER","Great Lakes","Tata Consultancy Services","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Approved","3/9/2026","5/2/2025"
"A-0523473","SITA Advanced Travel Solutions UK Ltd. API-PNR - Renewal - Run Rate - FY27-Q1","SITA Advanced Travel Solutions UK Ltd.","USD","13.38","USD","38.24","USD","0.00","EMEA","UK&I I","LTI Mindtree Limited","35.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Approved","5/2/2025","5/2/2025"
"A-0587130","GCP-MP-KLN-EI - Run Rate - FY27-Q1","KLN","USD","12.11","USD","80.74","USD","0.00","APAC","China","Nanjing WebEye Software Co., Ltd.","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Approved","9/24/2025","9/24/2025"
"A-0522742","Proquire LLC Accenture Internal Website - Renewal - Run Rate - FY27-Q1","Proquire LLC","USD","9.51","USD","27.18","USD","0.00","Global","Global","Accenture LLP","35.00","Strategic","4/30/2026","Q1-2027","Elastic Forecast","Approved","5/2/2025","5/2/2025"
"A-0594113","Gilas Gaming - Atlas Contract Opp - Run Rate - FY27-Q1","Gilas Gaming","USD","6.36","USD","42.42","USD","0.00","APAC","APAC CG","ECLOUDVALLEY TECHNOLOGY PTE. LTD.","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Approved","10/10/2025","5/2/2025"
"A-0521671","AWS (MP) Private - VNPass - Run Rate - FY27-Q1","Cong Ty Co Phan VNPASS","USD","4.92","USD","32.81","USD","0.00","APAC","APAC CG","ECLOUDVALLEY TECHNOLOGY PTE. LTD.","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Approved","5/2/2025","5/2/2025"
"A-0521982","Southlinks Estate - Atlas contract opp - Run Rate - FY27-Q1","Southlinks Estate Philippines","USD","4.59","USD","30.58","USD","0.00","APAC","APAC CG","ECLOUDVALLEY TECHNOLOGY PTE. LTD.","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Approved","5/2/2025","5/2/2025"
"A-0711971","Infosys Limited Infosys Water Management - Renewal 2025 - Run Rate - FY27-Q1","Infosys Limited","USD","4.49","USD","29.93","USD","0.00","APAC","IND ENT Hybrid 1","Infosys Limited","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Approved","3/9/2026","5/2/2025"
"A-0544331","SEASIA LEADAVATION CENTER CO., LTD. Customer Onboarding Project - Renewal - Run Rate - FY27-Q1","SEASIA LEADAVATION CENTER CO., LTD.","USD","2.69","USD","17.93","USD","0.00","APAC","APAC CG","ECloudvalley Technology Limited.","15.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Approved","6/16/2025","6/11/2025"
"A-0576494","Palo Alto Networks, Inc. Multiple Projects - Renewal - Run Rate - FY27-Q1","Palo Alto Networks, Inc.","USD","0.00","USD","1339241.29","USD","0.00","NAMER","NorCal 1","Accenture","0.00","Influencing","4/30/2026","Q1-2027","Elastic Forecast","Rejected","8/6/2025","8/6/2025"
"A-0576498","Palo Alto Networks, Inc. Multiple Projects - Renewal - Run Rate - FY27-Q2","Palo Alto Networks, Inc.","USD","0.00","USD","0.00","USD","0.00","NAMER","NorCal 1","Accenture","0.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Rejected","8/6/2025","8/6/2025"
"A-0637531","JPMC - Regulatory Monitor - CIB","JPMorgan Chase Bank, National Association","USD","0.00","USD","0.00","USD","0.00","NAMER","East III","Accenture","35.00","Strategic","2/27/2026","Q1-2027","Validation","Approved","1/19/2026","1/5/2026"
"A-0563743","Security Bank Corporation Operation Data Platform - Renewal - Run Rate - FY27-Q2","Security Bank Corporation","USD","0.00","USD","0.00","USD","0.00","APAC","ASEAN 1","Accenture","15.00","Influencing","7/31/2026","Q2-2027","Elastic Forecast","Approved","8/2/2025","8/2/2025"
"A-0575421","Banco Safra S.A. Banco Safra - Channels Platform, Banco Safra Atlas - Renewal","Banco Safra S.A.","USD","0.00","BRL","0.00","USD","0.00","NAMER","Brazil Hybrid","Accenture","15.00","Influencing","7/27/2026","Q2-2027","Research","Pending Approval","8/5/2025","8/5/2025"
"A-0575414","Banco Safra S.A. Safra EA - Renewal","Banco Safra S.A.","USD","0.00","BRL","0.00","USD","0.00","NAMER","Brazil Hybrid","Accenture","15.00","Influencing","7/27/2026","Q2-2027","Research","Pending Approval","8/5/2025","8/5/2025"
"A-0609257","Security Bank Corporation Operation Data Platform - Renewal - Run Rate - FY27-Q3","Security Bank Corporation","USD","0.00","USD","0.00","USD","0.00","APAC","ASEAN 1","Accenture","15.00","Influencing","10/31/2026","Q3-2027","Elastic Forecast","Approved","11/2/2025","11/2/2025"
